filename,unique_im,stim_pos_name,stim_pos,super_cat_name,super_cat,basic_cat_name,basic_cat,sub_cat_name,sub_cat,affordance_name,affordance_cat,is_specialcore,is_objectcatch,base_rot,abs_rot,rel_rot,facing_dir,rel_rot_name
faces_damonwayans_rot36.png,65,left,1,human,1,facemale,1,damon,1,greet,1,1,0,70,70,0,forward,none
faces_lisa_rot19.png,66,right,2,human,1,facefemale,2,lisa,2,greet,1,0,0,36,36,0,sideways,none
faces_sophia_rot73.png,67,left,1,human,1,facefemale,2,sophia,3,greet,1,1,0,144,144,0,sideways,none
animals_parrot_rot17.png,68,right,2,animal,2,small,1,parrot,1,greet,1,0,0,32,32,0,sideways,none
animals_cat_rot71.png,69,left,1,animal,2,small,1,cat,2,greet,1,1,0,140,140,0,sideways,none
animals_bear_rot49.png,70,right,2,animal,2,large,2,bear,3,observe,4,0,0,96,96,0,forward,none
animals_giraffe_rot26.png,71,left,1,animal,2,large,2,giraffe,4,observe,4,1,0,50,50,0,forward,none
tools_drill_rot66.png,72,right,2,object,3,tool,1,drill,1,grasp,2,1,0,130,130,0,forward,none
tools_brush_rot14.png,73,left,1,object,3,tool,1,brush,2,grasp,2,0,0,26,26,0,sideways,none
vehicles_bus_rot43.png,74,right,2,object,3,vehicle,2,bus,3,enter,3,1,0,84,84,0,forward,none
vehicles_suv_rot64.png,75,left,1,object,3,vehicle,2,suv,4,enter,3,0,0,126,126,0,forward,none
food_pizza_rot21.png,76,right,2,food,4,manmade,1,pizza,1,grasp,2,1,0,40,40,0,sideways,none
food_banana_rot56.png,77,left,1,food,4,produce,2,banana,2,grasp,2,0,0,110,110,0,forward,none
places_gothicchurch_rot78.png,78,right,2,place,5,building,1,church,1,enter,3,1,0,154,154,0,sideways,none
places_house1_rot28.png,79,left,1,place,5,building,1,house,2,enter,3,0,0,54,54,0,forward,none
places_watertower_rot75.png,80,right,2,place,5,building,1,watertower,3,observe,4,0,0,148,148,0,sideways,none
faces_damonwayans_rot24.png,239,left,1,human,1,facemale,1,damon,1,greet,1,0,0,70,46,-24,forward,rightward
